SKU,Title,MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
BTY-COV-1589,"Rear Housing for HTC One M8 - Amber Gold",,,,,,,,,
BTY-COV-1590,"Rear Housing for HTC One M8 - Glacial Silver",,,,,,,,,
SRN-SAM-1385,"Galaxy Grand Prime SM-G530 LCD",0.00,19.99,15.98,15.99,,,,,
SRN-SAM-1386,"Galaxy Grand Prime SM-G530 Touch Screen Grey",,,,,,,,,
SRN-SAM-1387,"Galaxy A5 LCD Assembly - Silver",,,,,,,,,
FLX-HTC-590,"Rear Facing Depth Sensor for HTC One M8",,,,,,,,,
FLX-HTC-591,"Earpiece Speaker for HTC One M8",,,,1.99,,,,,
FLX-HTC-592,"SIM Card Tray for HTC One M8 - Amber Gold",,,1.99,,,,,,
FLX-HTC-593,"SIM Card Tray for HTC One M8 - Glacial Silver",,,1.99,,,,,,
FLX-HTC-594,"SD Card Tray for HTC One M8 - Amber Gold",,,1.99,,,,,,
FLX-HTC-595,"SD Card Tray for HTC One M8 - Glacial Silver",,,1.99,,,,,,
FLX-HTC-596,"SD Card Tray for HTC One M8 - Gunmetal Gray",,7.99,,,,,,,
FLX-HTC-597,"Rear Duo Camera for HTC One M8",,,,,,,,,
FLX-HTC-598,"SIM Card Tray for HTC One M8 - Gunmetal Gray",,7.99,,,,,,,
APL-003-1640,"Wi-Fi Antenna Flex Cable for iPhone 5s",2.49,7.99,1.50,0.99,,,,,
APL-003-1641,"Home Button Rubber Gasket for iPhone 6 and 6 Plus",,1.49,0.99,0.99,,,,,
APL-003-1642,"Front Camera Flex Cable for iPad 3",5.99,7.99,0.00,2.99,,,,,
APL-003-1643,"Microphone Flex Cable for iPad 3 Wi-Fi Model",,,,,,,,,
APL-003-1644,"Microphone Flex Cable for iPad 3 Cellular Model",,,,,,,,,
APL-003-1645,"Microphone Flex Cable for iPad 2",,,,2.99,,,,,
FLX-SAM-1395,"Charging Port Flex Cable for Galaxy Note 5 N920V",6.29,12.99,5.99,6.99,,,,,
FLX-SAM-1396,"Sim Card Tray for Galaxy Note 5 - White Pearl",3.75,,1.99,,,,,,
FLX-SAM-1397,"Stylus Pen for Galaxy Note 5 - Silver Titanium",,,,11.99,,,,,
APL-003-1646,"Home Button Rubber Gasket for iPhone 5c",,,0.80,1.99,,,,,
APL-003-1647,"Home Button Rubber Gasket for iPhone 6s &amp; 6s Plus",,1.99,0.80,0.99,,,,,
SRN-SAM-1388,"Front Glass for Galaxy Note 5 - Black Sapphire",5.00,,,5.99,,,,,
FLX-SAM-1398,"Rear Camera Lens for Galaxy S6 Edge Plus - Silver Titanium",,,,,,,,,
SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum",178.00,229.99,209.99,219.99,,,,,
SRN-SAM-1390,"Samsung Galaxy Note 5 Front Glass - Silver Titanium",,,,,,,,,
BTY-COV-1591,"Rear Housing for Galaxy Note 5 - White Pearl",9.99,,18.50,21.99,,,,,
BTY-COV-1592,"Rear Housing for Galaxy Note 5 - Gold Platinum",9.99,,29.95,23.99,,,,,
BTY-COV-1593,"Rear Housing for Galaxy Note 5 - Silver Titanium",,,,,,,,,
BTY-COV-1594,"Back Glass for Galaxy Note 5 - Black Sapphire",,12.99,14.45,15.99,,,,,
BTY-COV-1595,"Back Glass for Galaxy Note 5 - Gold Platinum",,12.99,14.45,15.99,,,,,
BTY-COV-1596,"Back Glass for Galaxy Note 5 - Silver Titanium",,,14.45,12.99,,,,,
FLX-SAM-1399,"Noise Cancelling Microphone for Galaxy Note 5",,,,,,,,,
FLX-SAM-1400,"Rear Camera Lens For Note 5 - Black Sapphire",,,0.95,1.99,,,,,
FLX-SAM-1401,"Rear Camera Lens For Note 5 - White Pearl",2.29,,0.95,1.99,,,,,
FLX-SAM-1402,"Rear Camera Lens For Note 5 - Gold Platinum",2.29,,0.95,1.99,,,,,
BTY-COV-1597,"Front Housing for Galaxy Note 5",,,,,,,,,
SRN-LGM-600,"LG G3 D850 D851 D855 VS985 LS990 LCD Digitizer Assembly - Black - Grade B",,,,,,,,,
BTY-COV-1598,"Rear Housing for Galaxy Note 5 - Black Sapphire",9.99,,28.98,22.99,,,,,
FLX-SAM-1403,"Rear Camera Lens for Galaxy S6 Edge - Black Sapphire",,4.99,,1.99,,,,,
FLX-SAM-1404,"Rear Camera Lens for Galaxy S6 Edge - Gold Platinum",2.29,4.99,0.95,1.99,,,,,
FLX-SAM-1405,"Rear Camera Lens for Galaxy S6 Edge Plus - White Pearl",2.29,,,2.99,,,,,
FLX-SAM-1406,"Rear Camera Lens for Galaxy S6 Edge Plus - Black Sapphire",,,1.99,1.99,,,,,
FLX-SAM-1407,"Rear Camera Lens for Galaxy S6 Edge Plus - Gold Platinum",2.29,,1.99,2.99,,,,,
SRN-LGM-601,"Assembly LCD Touch Screen Digitizer For LG Tribute 2 LS665 H340 H340N H320 C50",,,,35.99,,,,,
APL-003-1648,"Gold OEM home button for iPhone 5S",1.79,7.99,1.95,2.99,,,,,
LBB-OEM-N2,"LBB Note 2 OEM Good",,,,,,,,,
LBB-NDL-N2,"LBB Note 2 NON-Damaged LCD",,,,,,,,,
LBB-BLM-N2,"LBB Note 2 Blemish",,,,,,,,,
APL-001-2213,"LCD Screen for iPad Mini - Grade C",,,,,,,,,
APL-001-2214,"iPhone 6 Glass With OCA Sticker - White (Premium)",6.99,,,5.49,,,,,
APL-001-2215,"Apple iPad Mini & iPad Mini 2 Digitizer Touch Screen with Home Button And IC Chip - White (Premium)",20.99,21.99,35.99,27.99,,,,,
APL-001-2216,"Ipad Mini Digitizer Touch Screen With Ic (Premium) - Grade A",,,,,,,,,
TAB-SRN-742,"Samsung Galaxy Tab 4 7.0&quot; SM-T230 Digitizer Touch Screen - Black - Grade A",,,,,,,,,
SRN-SAM-1392,"Samsung Galaxy S7 LCD With Digitizer Touch Screen - White",129.99,164.99,143.99,164.99,,,,,
SRN-SAM-1393,"Samsung Galaxy S7 LCD With Digitizer Touch Screen - Black Onyx",139.99,162.99,143.99,169.99,,,,,
LBB-OEM-NX4,"LBB LG Nexus 4 OEM",,,,,,,,,
ACC-ZRT-434,"Backlight Red Sticker Film for iPhone 6 Plus LCD",,,,,,,,,
ACC-ZRT-435,"Backlight Red Sticker Film for iPhone 6 LCD",,,,,,,,,
LBB-OEM-NX5,"LBB LG Nexus 5 OEM Good",,,,,,,,,
LBB-BLM-NX5,"LBB LG Nexus 5 Blemish",,,,,,,,,
LBB-OEM-S6E,"LBB Galaxy S6 Edge OEM Good",,,,,,,,,
LBB-OEM-N1,"LBB Note 1 OEM Good",,,,,,,,,
ACC-ZRT-436,"Samsung Galaxy S3 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-437,"Samsung Galaxy S6 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-438,"Samsung Galaxy Note 2 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-439,"Samsung Galaxy Note 3 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-440,"Samsung Galaxy Note 4 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-441,"Samsung Galaxy Note 5 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-442,"Nokia Lumia 925 Back LCD Adhesive Glue",,,,,,,,,
ACC-ZRT-443,"Nokia Lumia 1020 Back LCD Adhesive Glue",,,,,,,,,
APL-001-2217,"Digitizer Touch Screen With Home Button for iPad 2 - Black (Premium) - Grade A",,,,,,,,,
APL-001-2218,"iPhone 5 Glass With OCA - White (Premium)",,,1.99,5.99,,,,,
SRN-SAM-1395,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Gold Platinum",145.00,194.99,169.98,169.99,,,,,
SRN-SAM-1398,"Samsung S6 Active G890 LCD With Digitizer Blue",195.00,0.00,185.99,238.99,,,,,
FLX-SNY-026,"Sony Xperia Z1 L39h NFC Antenna",,,,,,,,,
APL-001-2219,"iPhone 6 Glass With OCA Sticker - Black (Premium)",6.00,,,7.99,,,,,
APL-001-2220,"Iphone 5G 5C 5S Glass With OCA - Black (Premium)",,,,2.99,,,,,
TAB-SRN-743,"SAMSUNG GALAXY TAB 2 7.0 P3113 P3100 TOUCH SCREEN DIGITIZER - White ",,,12.00,,,,,,
ACC-ZRT-444,"Polarizer Mold For iphone 6 ",,,,,,,,,
ACC-ZRT-445,"Polarizer Mold For iphone 6 Plus",,,,,,,,,
ACC-ZRT-446,"Polarizer Mold For iphone 5S 4S",,,,,,,,,
SRN-HTC-1145,"HTC 626S LCD WITH Digitizer Touch Screen with frame White",,,,24.99,,,,,
SRN-SAM-1399,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - White",,,85.99,,,,,,
SRN-SAM-1400,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - Black",,,,,,,,,
SRN-SNY-138,"LCD and Touch Screen Assembly for Sony Xperia Z5",,,34.80,,,,,,
SRN-HTC-1146,"HTC A9 LCD With Digitizer Touch Screen White",,,123.95,,,,,,
SRN-HTC-1147,"LCD and Touch Screen Digitizer Assembly for HTC One A9",,114.99,,,,,,,
ACC-ZRT-447,"SMD Rework Station Hot Air &amp; Soldering Iron with Tips",,,,,,,,,
ACC-ZRT-448,"LG G2 Bezel Adhesive ",,,,,,,,,
ACC-ZRT-449,"LG G3 Bezel Adhesive ",,,,,,,,,
ACC-ZRT-450,"LG G4 Bezel Adhesive",,,,,,,,,
APL-001-2221,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – Black - Grade B",,,,,,,,,
APL-001-2222,"iPhone 6S Glass With Frame - White",5.00,9.99,4.50,,,,,,
APL-001-2223,"iPhone 6S Glass With Frame - Black",5.00,9.99,2.10,7.99,,,,,
ACC-ZRT-451,"iPhone and iPad Side Wall Repair Repair Tool",,,,,,,,,
BTY-COV-1600,"Asus Zenfone 2 Back Cover Blue",,,,,,,,,
BTY-COV-1601,"Asus Zenfone 2 Back Cover White",,,,,,,,,
BTY-COV-1602,"Asus Zenfone 2 Back Cover Pink",,,,,,,,,
FLX-SAM-1408,"Asus Zenfone 2 Loudspeaker",,,,,,,,,
FLX-SAM-1409,"Asus Zenfone 2 Sim Card Tray",,,,,,,,,
FLX-SAM-1410,"Asus Zenfone 2 Dock Charging Flex Cable",,,,,,,,,
APL-001-2224,"Digitizer Touch Screen With Home Button for iPad 2 - Black (Premium) - Grade B",,,,,,,,,
ACC-ZRT-452,"Samsung Galaxy S5 Touch Screen Adhesive",,,,,,,,,
ACC-ZRT-453,"Samsung Galaxy S6 Touch Screen Adhesive",,,,,,,,,
ACC-ZRT-454,"Samsung Galaxy S7 Edge Touch Screen Adhesive",,,,,,,,,
ACC-ZRT-455,"Samsung Galaxy Note 4 Touch Screen Adhesive",,,,,,,,,
ACC-ZRT-456,"Moto G (2nd Generation) Bezel Adhesive",,,,,,,,,
ACC-ZRT-457,"Samsung Galaxy Note 5 Touch Screen Adhesive",,,,,,,,,
ACC-ZRT-458,"Moto G (3rd Generation) Bezel Adhesive",,,,,,,,,
ACC-ZRT-459,"Motorola X Play Bezel Adhesive",,,,,,,,,
ACC-ZRT-460,"Motorola Moto E (2nd Generation) Bezel Adhesive",,,,,,,,,
ACC-ZRT-461,"Motorola X3 5.7\" Bezel Adhesive",,,,,,,,,
ACC-ZRT-462,"Motorola Moto G XT1032 Bezel Adhesive",,,,,,,,,
ACC-ZRT-463,"Motorola Droid Ultra XT1080 Bezel Adhesive",,,,,,,,,
ACC-ZRT-464,"Motorola Nexus 6 XT1100 Bezel Adhesive",,,,,,,,,
SRN-MOT-649,"Motorola Droid Ultra Droid Maxx XT1080 XT1080M LCD With Digitizer and Frame - Black - Grade A",,,,,,,,,
ACC-ZRT-465,"0.08MM Gold Cutting wire",,,,,,,,,
BTY-COV-1603,"Back Cover Replacement for Microsoft Lumia 640XL - Matte Cyan",,,,,,,,,
BTY-COV-1604,"Back Cover Replacement for Microsoft Lumia 640XL - Orange",,,,,,,,,
BTY-COV-1605,"Back Cover Replacement for Microsoft Lumia 640XL - Black",,,,,,,,,
BTY-COV-1606,"Back Cover Replacement for Microsoft Lumia 640XL - Matte White",,,,,,,,,
BTY-COV-1607,"Back Cover Replacement for Microsoft Lumia 640XL - Glossy White",,,,,,,,,
BTY-COV-1608,"Back Cover Replacement for Microsoft Lumia 640 - Glossy Cyan",,,,,,,,,
BTY-COV-1609,"Back Cover Replacement for Microsoft Lumia 640 - Orange",,,,,,,,,
BTY-COV-1610,"Back Cover Replacement for Microsoft Lumia 640 - White",,,,,,,,,
BTY-COV-1611,"Back Cover Replacement for Microsoft Lumia 640 - Matte Black",,,,,,,,,
BTY-COV-1612,"Back Cover Replacement for Sony Xperia Z5 - White",,,,,,,,,
BTY-COV-1613,"Back Cover Replacement for Sony Xperia Z5 - Graphite Black",,,,,,,,,
BTY-COV-1614,"Back Cover Replacement for Sony Xperia Z5 - Gold",,,,,,,,,
BTY-COV-1615,"Back Cover Replacement for Sony Xperia Z5 - Green",,,,,,,,,
BTY-COV-1616,"Rear Housing for Samsung Galaxy S6 Edge - Gold Platinum",24.50,,14.99,13.99,,,,,
BTY-COV-1617,"Rear Housing for Galaxy S6 Edge - Black Sapphire",,,,12.99,,,,,
BTY-COV-1618,"Rear Housing for Galaxy S6 Edge - White Pearl",24.50,,,14.49,,,,,
BTY-COV-1619,"Back Cover Replacement for LG G4 - Grey",,,,,,,,,
BTY-COV-1620,"Back Cover Replacement for LG G4 - White",,,,,,,,,
BTY-COV-1621,"Back Cover Replacement for LG G4 - Gold",,,,,,,,,
ACC-ZED-773,"Samsung Galaxy S5/Note 3 Data Cable and Wall Charger Set (Special Order)",,,,,,,,,
SRN-SAM-1402,"Front Glass for Samsung Galaxy S6 - Gold Platinum",4.99,,4.50,5.99,,,,,
SRN-SAM-1403,"Front Glass for Samsung Galaxy S7 Edge - Black Onyx",8.00,,12.99,,,,,,
SRN-SAM-1404,"Front Glass for Samsung Galaxy S7 Edge - Silver Titanium",8.00,,,,,,,,
SRN-SAM-1405,"Front Glass for Samsung Galaxy S7 Edge - Gold Platinum",7.20,,12.99,,,,,,
SRN-SAM-1406,"Front Glass for Galaxy S6 Edge - Gold Platinum",8.00,,,,,,,,
SRN-HTC-1148,"LCD and Touch Screen Digitizer for HTC Desire 626",,,20.98,,,,,,
SRN-NOK-159,"LCD and Touch Screen Digitizer with Frame for Microsoft Lumia 640XL",,,,,,,,,
SRN-NOK-160,"LCD and Touch Screen Digitizer with Frame for Nokia Lumia 640",,,,,,,,,
SRN-SAM-1408,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 Edge Plus - Gold Platinum",,214.99,239.98,,,,,,
BKB-MOD-481,"Keypad Keyboard Button Replacement for BlackBerry Passport - Black",,,,,,,,,
BKB-MOD-482,"Keypad Keyboard Button Replacement for BlackBerry Passport White",,,,,,,,,
BKB-MOD-483,"Keypad Keyboard Button Replacement for BlackBerry Passport Red",,,,,,,,,
ACC-ZRT-466,"Adhesive Strips for HTC One A9",,,,,,,,,
ACC-ZRT-467,"Adhesive Strips for HTC Desire 626S",,,,,,,,,
ACC-ZRT-468,"Adhesive Strips for Sony Xperia Z5",,,,,,,,,
SRN-NOK-162,"LCD and Touch Screen Digitizer with Frame for Nokia Lumia 640XL - Grade A",,,,,,,,,
APL-002-6424,"iPhone 6 Front Middle Bezel LCD Holder - White (Premium)",,,,,,,,,
APL-002-6425,"iPhone 6 Plus Front Middle Bezel LCD Holder - White (Premium)",1.90,4.99,,,,,,,
APL-002-6426,"iPhone 6 Front Middle Bezel LCD Holder - Black (Premium)",,,,,,,,,
APL-002-6427,"iPhone 6 Plus Front Middle Bezel LCD Holder - Black (Premium)",1.90,4.99,,,,,,,
APL-001-2225,"iPhone 6 LCD Backlight Film Replacement - Standard ",3.79,3.49,,5.99,,,,,
APL-001-2226,"iPhone 6 Plus LCD Backlight Film Replacement - Standard",4.10,3.99,2.99,0.49,,,,,
ACC-ZRT-469,"iPhone 6 Backlight Solder Sticker Cover",,,,,,,,,
ACC-ZRT-470,"iPhone 5 Backlight Solder Sticker Cover",,,,,,,,,
ACC-ZRT-471,"Backlight Red Sticker Film for iPhone 5 LCD",,,,,,,,,
APL-003-1650,"iPhone 5 Front Camera Holder Bracket ",,2.99,4.45,1.99,,,,,
APL-003-1651,"iPhone 5 Proximity Sensor Holder Bracket",,2.99,0.99,3.99,,,,,
FLX-SAM-1411,"Loudspeaker for Samsung Galaxy S6 Edge",6.42,7.99,0.99,1.99,,,,,
FLX-SAM-1412,"Sim Card Tray for Samsung Galaxy S6 Edge - White",,4.99,1.50,,,,,,
FLX-SAM-1413,"Sim Card Tray for Samsung Galaxy S6 Edge - Gold",2.99,4.99,1.50,,,,,,
FLX-SAM-1414,"Home Button for Samsung Galaxy S6 Edge - Gold Platinum",3.45,9.99,2.95,7.99,,,,,
FLX-SAM-1415,"Home Button for Samsung Galaxy Note 5 - Black Sapphire",10.00,,12.99,17.99,,,,,
FLX-SAM-1416,"Home Button for Samsung Galaxy Note 5 - White Pearl",13.50,,12.99,9.99,,,,,
FLX-SAM-1417,"Volume Button Flex Cable for Samsung Galaxy Note 5",2.45,4.99,2.48,1.49,,,,,
FLX-SAM-1418,"LCD Testing Cable for Galaxy Note 5",3.29,,2.99,5.99,,,,,
BTY-COV-1622,"Back Glass for Samsung Galaxy S6 Edge Plus - White Pearl",6.99,,4.99,2.99,,,,,
BTY-COV-1623,"Back Glass for Samsung Galaxy S6 Edge Plus - Silver Titanium",,,,,,,,,
FLX-SAM-1419,"Sim Card Tray for Samsung Galaxy S6 Edge Plus - Silver Titanium",,,1.99,,,,,,
FLX-SAM-1420,"Volume Button Flex Cable for Samsung Galaxy S6 Edge Plus",3.29,,,0.99,,,,,
FLX-SAM-1421,"LCD Testing Cable for Samsung Galaxy S6 Edge Plus",3.29,,2.99,,,,,,
FLX-SAM-1422,"Rear Camera Lens for Samsung Galaxy S7 Edge - Black Onyx",3.29,4.99,1.98,1.99,,,,,
FLX-SAM-1423,"Rear Camera Lens for Samsung Galaxy S7 Edge - Gold Platinum",3.29,7.99,1.98,1.99,,,,,
FLX-LGM-586,"Front Camera Replacement for LG V10",11.69,,12.99,,,,,,
FLX-LGM-587,"Vibration Motor for LG V10",,,1.50,,,,,,
FLX-LGM-588,"Rear Camera Replacement for LG V10",21.59,,11.99,,,,,,
FLX-LGM-589,"Loudspeaker for LG V10",9.98,,8.99,,,,,,
FLX-LGM-590,"Headphone Jack Replacement for LG Nexus 5X",,7.99,,,,,,,
FLX-LGM-591,"Loudspeaker Replacement for LG Nexus 5X",9.85,9.99,,,,,,,
FLX-LGM-592,"Home Button Replacement for LG Nexus 5X",5.49,7.99,,,,,,,
FLX-LGM-593,"Rear Camera Replacement for LG Nexus 5X",10.35,14.99,12.99,,,,,,
FLX-LGM-594,"Front Camera Replacement for LG Nexus 5X",9.00,17.99,9.98,,,,,,
FLX-LGM-595,"Front Camera Replacement for LG G4",7.19,9.99,3.99,3.99,,,,,
FLX-LGM-596,"Vibration Motor Replacement for LG G4",,4.99,,,,,,,
FLX-SNY-027,"Front Camera Replacement for Sony Xperia Z5",,12.99,,,,,,,
FLX-SNY-028,"Earpiece Speaker Replacement for Sony Xperia Z5",,,0.99,,,,,,
FLX-SNY-029,"Microphone Replacement for Sony Xperia Z5",,,,,,,,,
FLX-SNY-030,"Charging Port Flex Cable Replacement for Sony Xperia Z5",,9.99,,,,,,,
FLX-SNY-031,"Headphone Jack Replacement for Sony Xperia Z5",,,,,,,,,
FLX-SNY-032,"Loudspeaker and Vibration Motor Replacement for Sony Xperia Z5",,,,,,,,,
FLX-UCP-187,"Rear Camera Replacement for Huawei Nexus 6P",9.99,12.99,12.99,9.99,,,,,
FLX-UCP-188,"Front Camera Replacement for Huawei Nexus 6P",9.99,9.99,5.99,9.99,,,,,
FLX-UCP-189,"Sim Card Tray for Huawei Nexus 6P - Aluminium",,7.99,,,,,,,
FLX-UCP-190,"Sim Card Tray for Huawei Nexus 6P - Graphite",,7.99,,,,,,,
FLX-UCP-191,"Sim Card Tray for Huawei Nexus 6P - Frost",,7.99,,,,,,,
FLX-LGM-597,"Loudspeaker Buzzer Replacement for LG G Vista",,,,,,,,,
FLX-LGM-598,"Charging Port Replacement for LG G Vista",,,,,,,,,
FLX-NOK-057,"Power Volume Button Flex Cable Replacement for Nokia Lumia 640XL",,,,,,,,,
FLX-LGM-599,"Loudspeaker Replacement with Frame for LG G Stylo",,12.99,,,,,,,
FLX-SAM-1424,"Home Button for Samsung Galaxy S6 Edge Plus - Black Sapphire",,,12.50,17.99,,,,,
FLX-SAM-1425,"Loudspeaker for Samsung Galaxy S6 Edge Plus",2.96,,1.99,1.99,,,,,
FLX-SAM-1426,"Earpiece Speaker Replacement for Galaxy S6 Active",,,0.99,,,,,,
FLX-SAM-1427,"Headphone Jack Replacement for Galaxy S6 Active",,,2.50,,,,,,
BTY-COV-1624,"Back Glass for Galaxy S6 Edge - Black Sapphire",5.99,9.99,,1.99,,,,,
FLX-HTC-599,"Earpiece Speaker for HTC Sensation/Vivid/One S",,,,,,,,,
FLX-SAM-1428,"Samsung Galaxy S6 Edge Rear Camera",10.00,14.99,9.98,9.99,,,,,
FLX-SAM-1429,"Samsung Galaxy S6 Rear Camera",5.29,12.99,12.98,9.99,,,,,
FLX-SAM-1430,"Charging Port Replacement for Galaxy S6 G920F",9.99,12.99,5.95,,,,,,
FLX-SAM-1431,"Rear Camera Lens for Samsung Galaxy S6 - Gold Platinum",2.29,4.99,0.95,8.99,,,,,
FLX-SAM-1432,"Home Button for Samsung Galaxy S6 - Gold Platinum",4.29,7.99,3.50,5.99,,,,,
FLX-SAM-1433,"Sim Card Tray for Samsung Galaxy S6 - Gold Platinum",2.49,2.99,1.50,,,,,,
FLX-SAM-1434,"Rear Camera Lens for Samsung Galaxy S7 - Gold Platinum",3.29,7.99,1.98,1.99,,,,,
FLX-SNY-033,"Rear Camera Replacement for Sony Xperia Z5",,,,,,,,,
FLX-HTC-600,"Loudspeaker Replacement for HTC Desire 626",,,,,,,,,
FLX-HTC-601,"Rear Camera Replacement for HTC Desire 626",,,9.99,,,,,,
FLX-HTC-602,"Front Camera Replacement for HTC Desire 626",,,,,,,,,
FLX-SAM-1435,"Rear Camera Lens for Samsung Galaxy S7 Edge - Silver Titanium",3.29,7.99,,,,,,,
BTY-COV-1625,"Samsung Galaxy S6 Edge Plus Rear Battery Cover - Gold Platinum - Grade A",,,,,,,,,
BTY-COV-1626,"Midframe Chassis for Samsung Galaxy S5 G900T",,,,,,,,,
BTY-COV-1627,"Midframe Chassis for Samsung Galaxy S5 G900T - Gold",,,,,,,,,
FLX-SAM-1436,"USB Charging Port Cover for Samsung Galaxy S5 - Gold",,,,,,,,,
FLX-SAM-1437,"Sim Card Connector Replacement for Samsung Galaxy S5",2.25,,,,,,,,
FLX-SAM-1438,"Vibration Motor without Flex Cable for Samsung Galaxy Note 3",3.99,7.99,1.50,3.99,,,,,
APL-001-2227,"iphone 6 Glass  With OCA White AA",,,,,,,,,
APL-001-2228,"iphone 6 Glass  With OCA Black AA",,,,,,,,,
APL-001-2229,"iphone 6 Plus Glass  With OCA White (OEM)",,9.99,,4.99,,,,,
APL-001-2230,"iphone 6 Plus Glass With OCA Black (OEM)",,9.99,2.10,4.99,,,,,
APL-001-2231,"iphone 6 Plus Glass  With OCA White AA",,9.99,,,,,,,
APL-001-2232,"iphone 6 Plus Glass With OCA Black AA",,9.99,2.10,,,,,,
BT-BP-30196,"BinTEK™ iPhone 6S Plus 2750mAH Li-Po Premium Battery ",10.99,19.49,9.99,11.99,,,,,
APL-001-2233,"Apple iPad Mini Digitizer Touch Screen with Home Button And IC Chip - Black (Premium) - Grade A",,,,,,,,,
APL-001-2234,"Apple iPad Mini Digitizer Touch Screen with Home Button And IC Chip - Black (Premium) - Grade B",,,,,,,,,
BT-BP-30198,"BinTEK Samsung Galaxy Tab Active EB-BT365BBC 4450mAh Premium Battery",,,,,,,,,
BT-BP-30200,"BinTEK™ LG Leon BL-41ZH 1820mAh Li-Ion Premium Battery",,,,,,,,,
BT-SPX-0307,"Bongo Shield Tempered Glass Screen Protector - LG G5",,,,,,,,,
BT-SPX-0308,"Bongo Shield Tempered Glass Screen Protector - HTC desire 626",,,,,,,,,
BT-SPX-0309,"Bongo Shield Tempered Glass Screen Protector - HTC ONE A9",,,,,,,,,
BT-SPX-0310,"Bongo Shield Tempered Glass Screen Protector - LG V10",,,,,,,,,
BT-SPX-0311,"Bongo Shield Tempered Glass Screen Protector - MICROSOFT LUMIA 735",,,,,,,,,
BT-SPX-0312,"Bongo Shield Tempered Glass Screen Protector - Lumia 950",,,,,,,,,
BT-SPX-0313,"Bongo Shield Tempered Glass Screen Protector - LG K7",,,,,,,,,
BT-SPX-0314,"Bongo Shield Tempered Glass Screen Protector - Alcatel idol 3 5.5inch",,,,,,,,,
BT-SPX-0315,"Bongo Shield Tempered Glass Screen Protector - Samsung galaxy J3 2016",,,,,,,,,
SRN-LGM-603,"LG G4 LCD Touch Screen Digitizer Assembly - Black - Grade C",,,,,,,,,
ACC-ZRT-473,"IPHONE 5 5S TOP LEFT BLACK STICKER",,,,,,,,,
ACC-ZRT-474,"Iphone 5C Top Left Black Sticker",,,,,,,,,
ACC-ZRT-475,"iPhone 6 Top Left Black Sticker",,,,,,,,,
"ACC-ZRT-476 ","Plastic Scraper Blade",,,,,,,,,
ACC-ZRT-477,"Scraper Blade Holder Handle",,,,,,,,,
SRN-HTC-1149,"LCD + Touch Screen Digitizer with Frame for HTC One M7 801e Silver - Grade A",,,,,,,,,
ACC-ZRT-478,"iphone 6+ Top Left Black Sticker",,,,,,,,,
FLX-SAM-1440,"Samsung Galaxy Note 3 Sim Card Reader",,,2.99,2.49,,,,,
SRN-BLB-087,"BlackBerry Q30 LCD and Touch Screen Digitizer - Black - Grade A",,,,,,,,,
FLX-LGM-600,"LG VK810 Charging Port Flex Cable ",,,,,,,,,
FLX-SNY-034,"Flash Flex Cable For Sony Z5",,,,,,,,,
FLX-LGM-601,"LG V400 Charging Port Flex Cable",,,6.00,,,,,,
FLX-HTC-603,"HTC One M8 Camera LENS",2.29,,0.60,,,,,,
FLX-LGM-602,"LG F6 Charging Port Flex Cable",,,,,,,,,
FLX-LGM-603,"V10 Power Button With Flex Cable",4.79,,6.99,,,,,,
APL-001-2235,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus - Black (Premium) - Grade A",,,,,,,,,
APL-001-2239,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium) - Grade B",,,,,,,,,
APL-001-2240,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium) - Grade C",,,,,,,,,
FLX-SAM-1441,"Samsung Galaxy Note 4 N910T T-Mobile Charging Port Flex Cable",5.49,12.99,6.00,8.99,,,,,
SRN-HTC-1150,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - Black",,94.99,,,,,,,
SRN-HTC-1151,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - White",,84.99,,,,,,,
BT-BP-30202,"BinTEK™ Samsung Ativ Pro AA-PLZN4NP 6540mAh Li-Polymer Premium Battery",,,,,,,,,
ACC-ZED-774,"Samsung Galaxy Series MicroUSB Data Cable (3 Feet) and 2.0A Wall Charger Set (Premium)",,,,,,,,,
SRN-SAM-1412,"Samsung Galaxy S7 Edge LCD & Digitizer Replacement - Black",0.00,242.99,246.99,,,,,,
SRN-SAM-1413,"S7 Edge Lcd With Digitizer Black - Grade A",,,,,,,,,
FLX-SAM-1442,"Charging Port Replacement for Samsung Galaxy S7 G930V",9.00,9.99,5.50,6.99,,,,,
